Mat ID,Unit Price,Manuf name,Organization,Inventory Quantity,Inventory CapEx,Open Quantity,Open Quantity Value,Backorder Quantity,Median Leadtime,Predicted Capex,Inventory Exhaust Date,Safety Stock,Stock Level Flag,Reorder Point,Quantity to order,Reorder Date,Recommendation
GM32159685,18464.0,Delphi-TVS Diesel Systems Limited,Autohaus G.V.O. GmbH,3871,580819.45,3202,1018277.94,392,278,510502.52,05-07-2031,256,Optimal,818,942,07-08-2025,Push PO to 11-17-2024
GM32159686,1562.46,SW HITECH,Garrett,5214,2091819.71,1922,6771273.24,401,167,499008.39,23-09-2030,140,Overstock,1438,801,04-01-2025,Push PO to 10-01-2024
GM32159687,7973.92,HYUNDAI ELECTRIC,"Athens Chevrolet, Inc.",5178,2872731.91,6353,7853979.63,96,158,347515.37,16-09-2026,633,Overstock,1420,1145,22-04-2024,Push PO to 11-02-2024
GM32159688,9224.64,Brake ENGINEERING,Chevrolet Austria GmbH,1197,1700203.24,1380,193698.92,127,68,14256.75,28-12-2025,332,Understock,1351,1206,03-07-2024,Push PO to 12-20-2024
GM32159689,22159.42,"NINGBO JIFENG AUTO PARTS CO.,LTD.",Chevrolet France,2227,2955920.3,9128,909697.92,216,44,395683.13,17-02-2029,420,Understock,2469,395,17-12-2024,Push PO to 11-13-2024
GM32159690,6635.97,F-TECH INC,Chevrolet Europe GmbH,3777,2817666.14,1081,418120.77,29,281,206645.39,22-12-2025,127,Understock,811,784,23-06-2025,Push PO to 11-08-2024
GM32159691,6445.35,MTS,Autohaus G.V.O. GmbH,3074,347272.36,9717,5598390.62,371,85,68033.14,23-07-2032,508,Overstock,1172,1286,16-10-2025,Push PO to 09-27-2024
GM32159692,15385.52,Firestone TVS Private Limited,Chevrolet France,460,1774561.61,7702,6246134.08,115,209,260975.13,25-07-2030,485,Overstock,1406,553,18-01-2024,Push PO to 09-26-2024
GM32159693,13675.86,BorgWarner (AWD),Chevrolet Europe GmbH,2667,1539154.69,3542,548494.04,5,136,558812.89,19-07-2024,581,Understock,2217,1357,18-02-2025,Pull PO to 09-18-2024 & Place PO
GM32159694,23170.6,MONROE,Garrett,2560,2959167.72,2344,7099761.62,372,169,355136.94,30-08-2028,463,Understock,1134,1074,11-04-2025,Pull PO to 09-30-2024 & Place PO
GM32159695,26433.65,WEIFU HIGH-TECH,Autohaus G.V.O. GmbH,1484,1677885.93,8212,6570888.49,355,105,600569.08,27-07-2029,605,Optimal,1274,1287,20-04-2024,Push PO to 10-02-2024
GM32159696,23929.1,F-TECH INC,Chevrolet Austria GmbH,3698,2798270.82,6037,913800.19,356,170,45269.63,04-01-2032,228,Understock,924,984,27-01-2025,Push PO to 10-04-2024
GM32159697,14102.78,MAXTRAC,Chevrolet Europe GmbH,5185,1193525.69,3236,7787449.63,215,197,552802.95,16-06-2031,560,Overstock,1442,659,20-10-2024,Push PO to 11-02-2024
GM32159698,9842.44,HYUNDAI ELECTRIC,Buttonpaper Limited,3421,2981343.58,9664,5852226.44,371,259,471739.18,09-02-2024,471,Optimal,1564,1486,01-11-2024,Pull PO to 09-20-2024
GM32159699,19661.95,MTS,"Britain Chevrolet, Inc.",3304,3491934.11,6788,1998315.85,143,133,253424.97,31-05-2025,626,Optimal,2487,1340,03-09-2025,Push PO to 10-20-2024
